id	name	description	rgb[0]	rgb[1]	rgb[2]	reserved1
25132	克圖的弓手	狩獵手下	3F	8B	FE	-1
25133	克圖的突擊隊長	狩獵手下	3F	8B	FE	-1
25134	里多族長 塔金	狩獵首領 	3F	8B	FE	-1
25135	塔金的祭司長	狩獵手下	3F	8B	FE	-1
25136	塔金的親衛隊	狩獵手下	3F	8B	FE	-1
25137	巴列斯的巫女 瑟菲亞	狩獵首領 	3F	8B	FE	-1
25138	飲魂者	狩獵手下	3F	8B	FE	-1
25139	瑟菲亞的奴隸	狩獵手下	3F	8B	FE	-1
25140	黑卡特原型	狩獵首領 	3F	8B	FE	-1
25141	黑卡特 寇圖司	狩獵手下	3F	8B	FE	-1
25142	黑卡特 基雷司	狩獵手下	3F	8B	FE	-1
25143	懲罰之火 斯萊爾	狩獵首領 	3F	8B	FE	-1
25144	斯萊爾的傳教士	狩獵手下	3F	8B	FE	-1
25145	斯萊爾的聖騎士	狩獵手下	3F	8B	FE	-1
25146	死靈 畢佛隆	狩獵首領 	3F	8B	FE	-1
25147	畢佛隆的暗殺者	狩獵手下	3F	8B	FE	-1
25148	畢佛隆的屠夫	狩獵手下	3F	8B	FE	-1
25149	殭屍之王 可羅	狩獵首領 	3F	8B	FE	-1
25150	死靈弓手	狩獵手下	3F	8B	FE	-1
25151	死靈戰士	狩獵手下	3F	8B	FE	-1
25152	炎之沙達	狩獵首領 	3F	8B	FE	-1
25153	沙達的腳爪	狩獵手下	3F	8B	FE	-1
25154	沙達的鞭子	狩獵手下	3F	8B	FE	-1
25155	巫醫王 賽魯	狩獵首領 	3F	8B	FE	-1
25156	狂信魔法師	狩獵手下	3F	8B	FE	-1
25157	狂信士兵	狩獵手下	3F	8B	FE	-1
25158	塔爾克王	狩獵首領 	3F	8B	FE	-1
25159	獨角獸 帕妮爾	狩獵首領 	3F	8B	FE	-1
25160	獨角獸 拉比妮	狩獵手下	3F	8B	FE	-1
25161	獨角獸 莉莉普	狩獵手下	3F	8B	FE	-1
25162	巨人 拿爾帕拿克	狩獵首領 	3F	8B	FE	-1
25163	咆哮的天雷瑟	狩獵首領 	3F	8B	FE	-1
25166	伊昆帝	狩獵首領 	3F	8B	FE	-1
25167	伊昆帝的使魔	狩獵手下	3F	8B	FE	-1
25168	伊昆帝的士兵	狩獵手下	3F	8B	FE	-1
25169	拉克列滿	狩獵首領 	3F	8B	FE	-1
25170	蜥蜴人隊長 海盧因	狩獵首領 	3F	8B	FE	-1
25171	海盧因的弓手	狩獵手下	3F	8B	FE	-1
25172	海盧因的警衛	狩獵手下	3F	8B	FE	-1
25173	獸王 卡盧塔	狩獵首領 	3F	8B	FE	-1
25174	卡盧塔的追隨者	狩獵手下	3F	8B	FE	-1
25175	卡盧塔的部下	狩獵手下	3F	8B	FE	-1
25176	布拉克 莉莉	狩獵首領 	3F	8B	FE	-1
25177	布拉克 莉莉的守護騎士	狩獵手下	3F	8B	FE	-1
25178	布拉克 莉莉的使魔	狩獵手下	3F	8B	FE	-1
25179	巨人神像守護者 卡龍	狩獵首領 	3F	8B	FE	-1
25180	卡龍的護衛兵	狩獵手下	3F	8B	FE	-1
25181	卡龍的戰士	狩獵手下	3F	8B	FE	-1
25182	惡魔 庫里圖司	狩獵首領 	3F	8B	FE	-1
25183	庫里圖司之妻	狩獵手下	3F	8B	FE	-1
25184	惡魔刀	狩獵手下	3F	8B	FE	-1
25185	塔沙巴族長 黑雷拿	狩獵首領 	3F	8B	FE	-1
25186	黑雷拿的射手	狩獵手下	3F	8B	FE	-1
25187	黑雷拿的士兵	狩獵手下	3F	8B	FE	-1
25188	亞佩丕	狩獵首領 	3F	8B	FE	-1
25189	克洛諾斯的使魔 喵喵	狩獵首領 	3F	8B	FE	-1
25190	喵喵的魔法師	狩獵手下	3F	8B	FE	-1
25191	喵喵的戰士	狩獵手下	3F	8B	FE	-1
25192	大地守護者 帕勒森	狩獵首領 	3F	8B	FE	-1
25193	帕勒森的騎士	狩獵手下	3F	8B	FE	-1
25194	帕勒森的守護者	狩獵手下	3F	8B	FE	-1
25198	法利昂的使者 洛克尼斯	狩獵首領 	3F	8B	FE	-1
25199	水龍祭司長 席夏克	狩獵首領 	3F	8B	FE	-1
25200	席夏克的族人	狩獵手下	3F	8B	FE	-1
25201	席夏克的護衛兵	狩獵手下	3F	8B	FE	-1
25202	可羅津 帕迪夏 索貝克	狩獵首領 	3F	8B	FE	-1
25203	法里特拉德 夏 索貝克	狩獵手下	3F	8B	FE	-1
25204	可羅津 夏 索貝克	狩獵手下	3F	8B	FE	-1
25205	大海之炎 阿夏其爾	狩獵首領 	3F	8B	FE	-1
25206	阿夏其爾的刀	狩獵手下	3F	8B	FE	-1
25207	阿夏其爾的杖	狩獵手下	3F	8B	FE	-1
25208	水之夸特 阿特卡	狩獵首領 	3F	8B	FE	-1
25209	阿特卡的巫師	狩獵手下	3F	8B	FE	-1
25210	阿特卡的士兵	狩獵手下	3F	8B	FE	-1
25211	賽貝克	狩獵首領 	3F	8B	FE	-1
25212	賽貝克的祭司	狩獵手下	3F	8B	FE	-1
25213	賽貝克的狂信者	狩獵手下	3F	8B	FE	-1
25214	法利昂的侍從 席卡	狩獵首領 	3F	8B	FE	-1
25215	席卡的法師	狩獵手下	3F	8B	FE	-1
25216	席卡的戰士	狩獵手下	3F	8B	FE	-1
25217	受詛咒的克拉拉	狩獵首領 	3F	8B	FE	-1
25218	克拉拉的射手	狩獵手下	3F	8B	FE	-1
25219	克拉拉的手下	狩獵手下	3F	8B	FE	-1
25220	死亡之王 哈勒特	狩獵首領 	3F	8B	FE	-1
25221	死亡法師 克里桑	狩獵手下	3F	8B	FE	-1
25222	死亡戰士 哈黎格	狩獵手下	3F	8B	FE	-1
25223	靈魂收藏者 阿克隆	狩獵首領 	3F	8B	FE	-1
25224	靈魂漿紗者	狩獵手下	3F	8B	FE	-1
25225	靈魂過濾者	狩獵手下	3F	8B	FE	-1
25226	咆哮的君主 卡斯特	狩獵首領 	3F	8B	FE	-1
25227	卡斯特的巫師	狩獵手下	3F	8B	FE	-1
25228	卡斯特的團長	狩獵手下	3F	8B	FE	-1
25229	風暴之翼 那卡	狩獵首領 	3F	8B	FE	-1
25230	提瑪克祭司長 拉葛斯	狩獵首領 	3F	8B	FE	-1
25231	拉葛斯的護衛	狩獵手下	3F	8B	FE	-1
25232	拉葛斯的傳令	狩獵手下	3F	8B	FE	-1
25233	背叛者安德拉斯的怨靈	狩獵首領 	3F	8B	FE	-1
25234	遠古神祕飛龍	狩獵首領 	3F	8B	FE	-1
25235	巴諾爾族長 坎德拉	狩獵首領 	3F	8B	FE	-1
25236	坎德拉的治療師	狩獵手下	3F	8B	FE	-1
25237	坎德拉的護衛	狩獵手下	3F	8B	FE	-1
25238	亞比斯 布魯肯特	狩獵首領 	3F	8B	FE	-1
25239	亞比斯 布魯肯特的怪獸	狩獵手下	3F	8B	FE	-1
25240	亞比斯 布魯肯特的野獸	狩獵手下	3F	8B	FE	-1
25241	哈里特英雄 達瑪許	狩獵首領 	3F	8B	FE	-1
25242	達瑪許的謀士	狩獵手下	3F	8B	FE	-1
25243	達瑪許的心腹	狩獵手下	3F	8B	FE	-1
25244	最後下巨人 歐克斯	狩獵首領 	3F	8B	FE	-1
25245	最後下巨人 克拉奇	狩獵首領 	3F	8B	FE	-1
25246	克拉奇的手下	狩獵手下	3F	8B	FE	-1
25247	克拉奇的隨從	狩獵手下	3F	8B	FE	-1
25248	破滅之刃 塔那透斯	狩獵首領 	3F	8B	FE	-1
25249	怪力的巴爾塔奴斯	狩獵首領 	3F	8B	FE	-1
25250	巴爾塔奴斯的吸血植物	狩獵手下	3F	8B	FE	-1
25251	巴爾塔奴斯的幼苗	狩獵手下	3F	8B	FE	-1
25252	帕力巴提女王 提米斯	狩獵首領 	3F	8B	FE	-1
25253	提米斯的侍女	狩獵手下	3F	8B	FE	-1
25254	提米斯的親衛隊	狩獵手下	3F	8B	FE	-1
25255	翼魔之王 岱依封	狩獵首領 	3F	8B	FE	-1
25256	泰可的大軍長 阿拉克	狩獵首領 	3F	8B	FE	-1
25257	阿拉克的弓箭手	狩獵手下	3F	8B	FE	-1
25258	阿拉克的步兵	狩獵手下	3F	8B	FE	-1
25259	札肯的執行者 克蘭茲	狩獵首領 	3F	8B	FE	-1
25260	鋼鐵巨人的圖騰	狩獵首領 	3F	8B	FE	-1
25261	圖騰護衛弓兵	狩獵手下	3F	8B	FE	-1
25262	圖騰護衛兵	狩獵手下	3F	8B	FE	-1
25263	柯爾能的心腹 卡洛妮	狩獵首領 	3F	8B	FE	-1
25264	卡洛妮的暗殺者	狩獵手下	3F	8B	FE	-1
25265	卡洛妮的祕密騎士	狩獵手下	3F	8B	FE	-1
25266	女王 黛卡比雅	狩獵首領 	3F	8B	FE	-1
25267	黛卡比雅的親衛隊	狩獵手下	3F	8B	FE	-1
25268	黛卡比雅的護衛	狩獵手下	3F	8B	FE	-1
25269	獸王 貝希莫斯	狩獵首領 	3F	8B	FE	-1
25270	貝希莫斯槍兵	狩獵手下	3F	8B	FE	-1
25271	貝希莫斯閃光	狩獵手下	3F	8B	FE	-1
25272	反抗軍領導 塔拉金	狩獵首領 	3F	8B	FE	-1
25273	卡爾拿馬可斯	狩獵首領 	3F	8B	FE	-1
25274	卡爾拿巴倫	狩獵手下	3F	8B	FE	-1
25275	卡爾拿素德	狩獵手下	3F	8B	FE	-1
25276	死亡之王 伊波斯	狩獵首領 	3F	8B	FE	-1
25277	莉莉絲的巫女 瑪麗黎恩	狩獵首領 	3F	8B	FE	-1
25278	烙印的死靈	狩獵手下	3F	8B	FE	-1
25279	烙印的惡鬼	狩獵手下	3F	8B	FE	-1
25280	異教徒監視者 柯爾貝隆	狩獵首領 	3F	8B	FE	-1
25281	亞納的大敵 札卡隆	狩獵首領 	3F	8B	FE	-1
25282	死亡之王 夏克斯	狩獵首領 	3F	8B	FE	-1
25283	莉莉絲	深淵的聖母	3F	8B	FE	-1
25284	莉莉絲的代言者		3F	8B	FE	-1
25285	莉莉絲的親衛隊		3F	8B	FE	-1
25286	亞納	聖火的火花	3F	8B	FE	-1
25287	亞納的守護者		3F	8B	FE	-1
25288	亞納的禁衛隊		3F	8B	FE	-1
25289	亞納的執行者		3F	8B	FE	-1
25290	百眼的惡魔	狩獵首領	3F	8B	FE	-1
25291	惡魔的族人	狩獵手下	3F	8B	FE	-1
25292	惡魔的族人	狩獵手下	3F	8B	FE	-1
25293	溫泉守護者 黑斯提亞	狩獵首領	3F	8B	FE	-1
25294	黑斯提亞的鬥士	狩獵手下	3F	8B	FE	-1
25295	黑斯提亞的追隨者	狩獵手下	3F	8B	FE	-1
25296	冰柱大王 烏巴魯巴	狩獵首領	3F	8B	FE	-1
25297	冰柱巨人	狩獵手下	3F	8B	FE	-1
25298	冰柱巨人	狩獵手下	3F	8B	FE	-1
25299	肯特拉的英雄 黑卡頓	狩獵首領	3F	8B	FE	-1
25300	黑卡頓的偵查兵	狩獵手下	3F	8B	FE	-1
25301	黑卡頓的侍從	狩獵手下	3F	8B	FE	-1
25302	肯特拉司令官 泰爾	狩獵首領	3F	8B	FE	-1
25303	泰爾的副官	狩獵手下	3F	8B	FE	-1
25304	泰爾的禁衛兵	狩獵手下	3F	8B	FE	-1
25305	肯特拉族長 布拉齊	狩獵首領	3F	8B	FE	-1
25306	火之魂靈 那斯特倫	狩獵首領	3F	8B	FE	-1
25307	那斯特倫的族人	狩獵手下	3F	8B	FE	-1
25308	那斯特倫的族人	狩獵手下	3F	8B	FE	-1
25309	巴瑞卡的英雄 夏帝斯	狩獵首領	3F	8B	FE	-1
25310	夏帝斯的親衛隊長	狩獵手下	3F	8B	FE	-1
25311	夏帝斯的親衛兵	狩獵手下	3F	8B	FE	-1
25312	巴瑞卡司令官 摩斯	狩獵首領	3F	8B	FE	-1
25313	摩斯的副官	狩獵手下	3F	8B	FE	-1
25314	摩斯的護衛兵	狩獵手下	3F	8B	FE	-1
25315	巴瑞卡族長 荷魯斯	狩獵首領	3F	8B	FE	-1
25316	水之魂靈 阿修塔爾	狩獵首領	3F	8B	FE	-1
25317	阿修塔爾的族人	狩獵手下	3F	8B	FE	-1
25318	阿修塔爾的族人	狩獵手下	3F	8B	FE	-1
25319	安柏爾	狩獵首領	3F	8B	FE	-1
25320	安柏爾的衛兵	狩獵手下	3F	8B	FE	-1
25321	安柏爾的傳令	狩獵手下	3F	8B	FE	-1
25322	惡魔的代理人 法斯騰	狩獵首領	3F	8B	FE	-1
25323	法斯騰的門徒	狩獵手下	3F	8B	FE	-1
25324	法斯騰的僕人	狩獵手下	3F	8B	FE	-1
25325	輝煌之炎 貝拉凱爾	狩獵首領	3F	8B	FE	-1
25326	貝拉凱爾的使徒	狩獵手下	3F	8B	FE	-1
25327	貝拉凱爾的服事	狩獵手下	3F	8B	FE	-1
25328	艾爾哈爾德 潘 哈曼	狩獵首領	3F	8B	FE	-1
25329	薇爾蕾特	狩獵手下	3F	8B	FE	-1
25330	克絲緹	狩獵手下	3F	8B	FE	-1
25331	米娜	狩獵手下	3F	8B	FE	-1
25332	多里安	狩獵手下	3F	8B	FE	-1
25333	亞那卡傑爾	侵略軍首領	3F	8B	FE	-1
25334	亞那卡傑爾	侵略軍首領	3F	8B	FE	-1
25335	亞那卡傑爾	侵略軍首領	3F	8B	FE	-1
25336	亞那卡傑爾	侵略軍首領	3F	8B	FE	-1
25337	亞那卡傑爾	侵略軍首領	3F	8B	FE	-1
25338	亞那卡傑爾	侵略軍首領	3F	8B	FE	-1
25339	哈里夏的影子	不可思議的主宰	3F	8B	FE	-1
25340	影之騎士		3F	8B	FE	-1
25341	影之騎士		3F	8B	FE	-1
25342	哈里夏的影子	不可思議的主宰	3F	8B	FE	-1
25343	影之騎士		3F	8B	FE	-1
25344	影之騎士		3F	8B	FE	-1
25345	影之騎士		3F	8B	FE	-1
25346	哈里夏的影子	不可思議的主宰	3F	8B	FE	-1
25347	影之騎士		3F	8B	FE	-1
25348	影之騎士		3F	8B	FE	-1
25349	哈里夏的影子	不可思議的主宰	3F	8B	FE	-1
25350	影之騎士		3F	8B	FE	-1
25351	影之騎士		3F	8B	FE	-1
25352	巨大荒原邪惡蜥蜴	狩獵首領	3F	8B	FE	-1
25353	荒原邪惡蜥蜴	狩獵手下	3F	8B	FE	-1
25354	翼魔之王 西洛可	狩獵首領	3F	8B	FE	-1
25355	西洛可翼魔	狩獵手下	3F	8B	FE	-1
25356	西洛可護衛隊	狩獵手下	3F	8B	FE	-1
25357	蘇卡鼠人族長	狩獵首領	3F	8B	FE	-1
25358	蘇卡鼠人護衛兵	狩獵手下	3F	8B	FE	-1
25359	蘇卡鼠人祭司	狩獵手下	3F	8B	FE	-1
25360	虎蜂	狩獵首領	3F	8B	FE	-1
25361	金色大黃蜂	狩獵手下	3F	8B	FE	-1
25362	追擊隊長 夏魯克	狩獵首領	3F	8B	FE	-1
25363	夏魯克的搜尋者	狩獵手下	3F	8B	FE	-1
25364	夏魯克的狙擊手	狩獵手下	3F	8B	FE	-1
25365	教主 庫勒保洛斯	狩獵首領	3F	8B	FE	-1
25366	庫勒保洛斯的祭司	狩獵首領	3F	8B	FE	-1
25367	庫勒保洛斯的信徒	狩獵手下	3F	8B	FE	-1
25368	庫勒保洛斯的弟子	狩獵手下	3F	8B	FE	-1
25369	食腐之魂	狩獵首領	3F	8B	FE	-1
25370	食腐之屍	狩獵手下	3F	8B	FE	-1
25371	食腐之命	狩獵手下	3F	8B	FE	-1
25372	被遺棄的守護者	狩獵首領	3F	8B	FE	-1
25373	達高尼爾的使者 瑪雷斯	狩獵首領	3F	8B	FE	-1
25374	地獄鳥	狩獵手下	3F	8B	FE	-1
25375	殭屍之王 法拉克蘇斯	狩獵首領	3F	8B	FE	-1
25376	法拉克蘇斯的殭屍戰士	狩獵手下	3F	8B	FE	-1
25377	法拉克蘇斯的殭屍戰士	狩獵手下	3F	8B	FE	-1
25378	瘋狂的野獸	狩獵首領	3F	8B	FE	-1
25379	呆滯的野獸	狩獵手下	3F	8B	FE	-1
25380	伊克魯斯的使者 凱沙	狩獵首領	3F	8B	FE	-1
25381	飛行的夢魘	狩獵手下	3F	8B	FE	-1
25382	飛行的敵意	狩獵手下	3F	8B	FE	-1
25383	卡里巴斯卿的亡靈	狩獵首領	3F	8B	FE	-1
25384	卡里巴斯卿的侍從	狩獵手下	3F	8B	FE	-1
25385	司令 坦佛斯特	狩獵首領	3F	8B	FE	-1
25386	刑場的亡靈	狩獵手下	3F	8B	FE	-1
25387	刑場的冤魂	狩獵手下	3F	8B	FE	-1
25388	赤眼隊長 特萊契亞	狩獵首領	3F	8B	FE	-1
25389	赤眼弓兵隊	狩獵手下	3F	8B	FE	-1
25390	赤眼親衛隊	狩獵手下	3F	8B	FE	-1
25391	奴爾卡的密使	狩獵首領	3F	8B	FE	-1
25392	女王的親衛隊長	狩獵首領	3F	8B	FE	-1
25393	沼澤司塔卡拓貴族	狩獵手下	3F	8B	FE	-1
25394	普雷姆 普萊	狩獵首領	3F	8B	FE	-1
25395	阿魯肯基座	狩獵首領	3F	8B	FE	-1
25396	庫辛基座	狩獵手下	3F	8B	FE	-1
25397	估瑟托斯基座	狩獵手下	3F	8B	FE	-1
25398	巴列斯之眼	狩獵首領	3F	8B	FE	-1
25399	監視者的門徒	狩獵手下	3F	8B	FE	-1
25400	監視者的侍從	狩獵手下	3F	8B	FE	-1
25401	史齊拉	狩獵首領	3F	8B	FE	-1
25402	史齊拉的心腹	狩獵手下	3F	8B	FE	-1
25403	史齊拉的追隨者	狩獵手下	3F	8B	FE	-1
25404	海賊船長 凱侖	狩獵首領	3F	8B	FE	-1
25405	凱侖的海賊	狩獵手下	3F	8B	FE	-1
25406	凱侖的航海士	狩獵手下	3F	8B	FE	-1
25407	洞穴僕人之王 義西卡	狩獵首領	3F	8B	FE	-1
25408	義西卡的精銳軍官	狩獵手下	3F	8B	FE	-1
25409	義西卡的精銳士兵	狩獵手下	3F	8B	FE	-1
25410	食腐王首領	狩獵首領	3F	8B	FE	-1
25411	食腐王爪牙	狩獵手下	3F	8B	FE	-1
25412	死靈崗哨禁衛兵	狩獵首領	3F	8B	FE	-1
25413	死靈崗哨弓兵	狩獵手下	3F	8B	FE	-1
25414	死靈崗哨士兵	狩獵手下	3F	8B	FE	-1
25415	納肯達斯	狩獵首領	3F	8B	FE	-1
25416	納肯達斯的奴隸	狩獵手下	3F	8B	FE	-1
25417	納肯達斯的鎖鏈	狩獵手下	3F	8B	FE	-1
25418	恐怖復仇者 克萊文	狩獵首領	3F	8B	FE	-1
25419	恐怖獵豹	狩獵手下	3F	8B	FE	-1
25420	奧爾芬的侍女	狩獵首領	3F	8B	FE	-1
25421	崔沙林隨行員	狩獵手下	3F	8B	FE	-1
25422	腐爛樹侍從	狩獵手下	3F	8B	FE	-1
25423	妖精女王 提米妮爾	狩獵首領	3F	8B	FE	-1
25424	提米妮爾的親衛隊	狩獵手下	3F	8B	FE	-1
25425	提米妮爾的親衛隊長	狩獵手下	3F	8B	FE	-1
25426	烏魯吐背叛者 浮雷基	狩獵首領	3F	8B	FE	-1
25427	浮雷基的吸血蝙蝠	狩獵手下	3F	8B	FE	-1
25428	浮雷基的狂亂巨熊	狩獵手下	3F	8B	FE	-1
25429	財富徵收者 塔羅斯	狩獵首領	3F	8B	FE	-1
25430	塔羅斯的手下	狩獵手下	3F	8B	FE	-1
25431	火焰石高崙	狩獵首領	3F	8B	FE	-1
25432	火之靈	狩獵手下	3F	8B	FE	-1
25433	焰之靈	狩獵手下	3F	8B	FE	-1
25434	山賊頭目 巴里達	狩獵首領	3F	8B	FE	-1
25435	巴里達的爪牙	狩獵手下	3F	8B	FE	-1
25436	巴里達的咒術士	狩獵手下	3F	8B	FE	-1
25437	提瑪克獸人 格司默斯	狩獵首領	3F	8B	FE	-1
25438	盜賊 凱巴爾	狩獵首領	3F	8B	FE	-1
25439	凱巴爾的部下	狩獵手下	3F	8B	FE	-1
25440	凱巴爾的魔法師	狩獵手下	3F	8B	FE	-1
25441	魔物 西瑞恩	狩獵首領	3F	8B	FE	-1
25442	森林的魔物	狩獵手下	3F	8B	FE	-1
25443	森林的凶物	狩獵手下	3F	8B	FE	-1
25444	怨靈 朗特	狩獵首領	3F	8B	FE	-1
25445	怨恨的靈魂	狩獵手下	3F	8B	FE	-1
25446	怨恨的射手	狩獵手下	3F	8B	FE	-1
25447	永生救贖者 瑪蒂	狩獵首領	3F	8B	FE	-1
25448	永生救贖者	狩獵手下	3F	8B	FE	-1
25449	永生引導者	狩獵手下	3F	8B	FE	-1
25450	智天使 加洛西亞	狩獵首領	3F	8B	FE	-1
25451	加洛西亞的護衛隊	狩獵手下	3F	8B	FE	-1
25452	天使的使者	狩獵手下	3F	8B	FE	-1
25453	米那斯 亞諾爾	狩獵首領	3F	8B	FE	-1
25454	沼澤的飛龍	狩獵手下	3F	8B	FE	-1
25455	沼澤的魅魔	狩獵手下	3F	8B	FE	-1
25456	忘卻的鏡子	狩獵首領	3F	8B	FE	-1
25457	忘卻的碎片	狩獵手下	3F	8B	FE	-1
25458	忘卻的影子	狩獵手下	3F	8B	FE	-1
25459	忘卻的碎片	狩獵手下	3F	8B	FE	-1
25460	亡者 艾瑞佛	狩獵首領	3F	8B	FE	-1
25461	艾瑞佛的騎士	狩獵手下	3F	8B	FE	-1
25462	艾瑞佛的侍從	狩獵手下	3F	8B	FE	-1
25463	哈里特守護者 格朗奇	狩獵首領	3F	8B	FE	-1
25464	格朗奇護衛隊長	狩獵手下	3F	8B	FE	-1
25465	格朗奇護衛法師	狩獵手下	3F	8B	FE	-1
25466	格朗奇護衛兵	狩獵手下	3F	8B	FE	-1
25467	高爾勾倫司	狩獵首領	3F	8B	FE	-1
25468	受詛咒的生命體	狩獵手下	3F	8B	FE	-1
25469	受詛咒的靈魂	狩獵手下	3F	8B	FE	-1
25470	最後的下巨人 猶特努斯	狩獵首領	3F	8B	FE	-1
25471	猶特努斯的魔法師	狩獵手下	3F	8B	FE	-1
25472	猶特努斯的護衛兵	狩獵手下	3F	8B	FE	-1
25473	盜墓者 基隱	狩獵首領	3F	8B	FE	-1
25474	基隱的手下	狩獵手下	3F	8B	FE	-1
25475	幽靈騎士 卡貝德	狩獵首領	3F	8B	FE	-1
25476	卡貝德的士兵	狩獵手下	3F	8B	FE	-1
25477	卡貝德的弓手	狩獵手下	3F	8B	FE	-1
25478	席琳的祭司 希瑟雷蒙	狩獵首領	3F	8B	FE	-1
25479	希瑟雷蒙的使魔	狩獵手下	3F	8B	FE	-1
25480	希瑟雷蒙的侍從	狩獵手下	3F	8B	FE	-1
25481	魔導士 肯尼詩	狩獵首領	3F	8B	FE	-1
25482	肯尼詩的影子	狩獵手下	3F	8B	FE	-1
25483	肯尼詩的幻影	狩獵手下	3F	8B	FE	-1
25484	札肯的航海士 提利恩	狩獵首領	3F	8B	FE	-1
25485	提利恩的部下	狩獵手下	3F	8B	FE	-1
25486	提利恩的蝙蝠	狩獵手下	3F	8B	FE	-1
25487	水之靈 黎安	狩獵首領	3F	8B	FE	-1
25488	吉爾朵的精靈	狩獵手下	3F	8B	FE	-1
25489	吉爾朵的守護者	狩獵手下	3F	8B	FE	-1
25490	格溫鐸爾	狩獵首領	3F	8B	FE	-1
25491	格溫鐸爾的護衛兵	狩獵手下	3F	8B	FE	-1
25492	格溫鐸爾的追隨者	狩獵手下	3F	8B	FE	-1
25493	伊娃的精靈 尼尼薇	狩獵首領	3F	8B	FE	-1
25494	尼尼薇的精靈	狩獵手下	3F	8B	FE	-1
25495	尼尼薇的精靈	狩獵手下	3F	8B	FE	-1
25496	法利昂的使者 平格因	狩獵首領	3F	8B	FE	-1
25497	法利昂的使者	狩獵手下	3F	8B	FE	-1
25498	法利昂的手下 伊斯特利	狩獵首領	3F	8B	FE	-1
25499	伊斯特利的鱷魚	狩獵手下	3F	8B	FE	-1
25500	伊斯特利的鱷魚	狩獵手下	3F	8B	FE	-1
25501	盜墓隊長 阿卡達	狩獵首領	3F	8B	FE	-1
25502	阿卡達的戰士	狩獵手下	3F	8B	FE	-1
25503	阿卡達的部下	狩獵手下	3F	8B	FE	-1
25504	奈爾利斯的冤魂	狩獵首領	3F	8B	FE	-1
25505	奈爾利斯的追隨者	狩獵手下	3F	8B	FE	-1
25506	掠奪者 萊伊特	狩獵首領	3F	8B	FE	-1
25507	萊伊特的警備隊長	狩獵手下	3F	8B	FE	-1
25508	萊伊特的部下	狩獵手下	3F	8B	FE	-1
25509	暗黑邪術士 巴蘭卡	狩獵首領	3F	8B	FE	-1
25510	巴蘭卡的族人	狩獵手下	3F	8B	FE	-1
25511	巴蘭卡的侍從	狩獵手下	3F	8B	FE	-1
25512	巨神高崙 卡歐斯	狩獵首領	3F	8B	FE	-1
25514	釘刺司塔卡拓女王 夏伊德	狩獵首領	3F	8B	FE	-1
25515	釘刺司塔卡拓	狩獵手下	3F	8B	FE	-1
25516	釘刺司塔卡拓	狩獵手下	3F	8B	FE	-1
25523	退化高崙	狩獵首領	3F	8B	FE	-1
25524	熾炎石巨人	狩獵首領	3F	8B	FE	-1
25525	熾炎精靈	狩獵手下	3F	8B	FE	-1
25526	火焰精靈	狩獵手下	3F	8B	FE	-1
25527	烏魯卡	狩獵首領	3F	8B	FE	-1
25528	塔庇里歐斯	最終試練官	3F	8B	FE	-1
25529	庭園的警衛隊	試練官的部下	3F	8B	FE	-1
25530	庭園的警衛隊	試練官的部下	3F	8B	FE	-1
25531	達爾尼思	廣場的	3F	8B	FE	-1
25532	基亞齊	火的	3F	8B	FE	-1
25533	基亞齊的部下		3F	8B	FE	-1
25534	提爾斯	冰的	3F	8B	FE	-1
25535	提爾斯	冰的	3F	8B	FE	-1
25536	哈里北爾	狩獵首領	3F	8B	FE	-1
25537	凝結之恨	狩獵手下	3F	8B	FE	-1
25538	永存的怨念	狩獵手下	3F	8B	FE	-1
25539	颱風	狩獵首領	3F	8B	FE	-1
25540	惡魔公爵	狩獵首領	3F	8B	FE	-1
25541	惡魔的創造物	狩獵手下	3F	8B	FE	-1
25542	勞庫	狩獵首領	3F	8B	FE	-1
25543	召喚惡魔	狩獵手下	3F	8B	FE	-1
25544	托里士	鋼鐵之城的	3F	8B	FE	-1
25545	托里士的拘魔	狩獵手下	3F	8B	FE	-1
25546	背信的拉尼安	過去的罪犯	3F	8B	FE	-1
25547	拉尼安的同夥		3F	8B	FE	-1
25548	拉尼安的治癒者		3F	8B	FE	-1
25549	詐欺犯泰西亞	過去的罪犯	3F	8B	FE	-1
25550	泰西亞的大弟子		3F	8B	FE	-1
25551	泰西亞的跑腿		3F	8B	FE	-1
25552	靈魂獵人查昆迪	過去的罪犯	3F	8B	FE	-1
25553	岩石拳杜泰格	過去的罪犯	3F	8B	FE	-1
25554	不屈的布魯泰齊歐	過去的罪犯	3F	8B	FE	-1
25555	布魯泰齊歐的右手		3F	8B	FE	-1
25556	布魯泰齊歐的左手		3F	8B	FE	-1
25557	森林掠食者凱凱諾斯	過去的罪犯	3F	8B	FE	-1
25558	凱凱諾斯的側根		3F	8B	FE	-1
25559	凱凱諾斯的花		3F	8B	FE	-1
25560	暴走劍士斯里卡德	過去的罪犯	3F	8B	FE	-1
25561	斯里卡德的鐘		3F	8B	FE	-1
25562	斯里卡德的見習生		3F	8B	FE	-1
25563	美貌的奈茲里耶	過去的罪犯	3F	8B	FE	-1
25564	奈茲里耶的追隨者		3F	8B	FE	-1
25565	奈茲里耶的部下		3F	8B	FE	-1
25566	粗野的南龐	過去的罪犯	3F	8B	FE	-1
25567	南龐的至交		3F	8B	FE	-1
25568	南龐的老友		3F	8B	FE	-1
25569	破壞者加斯	過去的罪犯	3F	8B	FE	-1
